,Stacja,Rok,Miesiąc,Absolutna temperatura maksymalna [°C],Absolutna temperatura minimalna [°C],Średnia temperatura maksymalna [°C],Średnia temperatura minimalna [°C],Średnia temperatura miesięczna [°C],Miesieczna suma opadów [mm]
2647,PSZENNO,1987,10,21.5,-3.8,14.5,6.1,10.0,18.2
2648,PSZENNO,1987,11,12.6,-2.5,7.7,2.8,5.4,41.3
2649,PSZENNO,1987,12,12.8,-12.0,4.7,-0.8,2.1,32.7
2650,PSZENNO,1988,1,13.4,-5.9,6.4,1.0,3.6,28.5
2651,PSZENNO,1988,2,12.7,-7.4,5.4,0.0,2.3,34.0
2652,PSZENNO,1988,3,13.4,-4.4,5.4,-0.8,2.0,41.4
2653,PSZENNO,1988,4,23.1,-3.7,13.7,2.0,7.7,6.1
2654,PSZENNO,1988,5,25.5,1.9,20.0,7.5,14.2,22.5
2655,PSZENNO,1988,6,28.0,6.3,20.5,11.7,16.3,64.8
2656,PSZENNO,1988,7,34.1,9.7,24.3,13.1,18.7,128.0
2657,PSZENNO,1988,8,30.8,7.5,23.4,12.5,18.2,66.6
2658,PSZENNO,1988,9,25.3,6.7,17.9,11.0,14.5,73.6
2659,PSZENNO,1988,10,22.7,-5.7,13.9,6.0,9.9,10.2
2660,PSZENNO,1988,11,10.1,-15.1,5.0,-1.4,2.0,45.9
2661,PSZENNO,1988,12,9.1,-11.8,4.5,-0.3,2.6,40.7
2662,PSZENNO,1989,1,10.1,-5.8,6.0,-0.2,2.9,9.4
2663,PSZENNO,1989,2,14.5,-3.3,8.1,1.2,4.4,10.6
2664,PSZENNO,1989,3,19.6,-3.4,11.9,2.2,7.1,12.0
2665,PSZENNO,1989,4,22.1,-5.0,13.8,4.6,8.9,89.3
2666,PSZENNO,1989,5,24.1,1.7,19.0,7.1,13.7,25.6
2667,PSZENNO,1989,6,27.5,4.1,19.9,10.2,15.5,90.3
2668,PSZENNO,1989,7,30.7,7.1,23.0,13.2,18.1,44.3
2669,PSZENNO,1989,8,33.0,8.5,23.9,13.5,18.6,25.2
2670,PSZENNO,1989,9,27.6,3.6,20.0,11.0,15.3,44.2
2671,PSZENNO,1989,10,24.0,2.5,15.9,8.0,11.6,12.9
2672,PSZENNO,1989,11,15.1,-8.3,6.7,-0.6,2.7,30.2
2673,PSZENNO,1989,12,15.7,-8.9,6.1,0.1,2.9,8.7
2674,PSZENNO,1990,1,12.1,-6.2,6.1,0.6,3.2,5.2
2675,PSZENNO,1990,2,19.4,-3.2,11.2,2.8,6.7,13.3
2676,PSZENNO,1990,3,21.7,-1.4,12.6,4.1,8.0,11.7
2677,PSZENNO,1990,4,21.3,-4.8,12.7,3.6,7.9,41.6
2678,PSZENNO,1990,5,25.9,1.9,20.3,8.1,14.4,38.8
2679,PSZENNO,1990,6,29.5,7.1,21.6,12.0,16.5,86.4
2680,PSZENNO,1990,7,33.6,7.1,23.7,12.3,18.0,7.0
2681,PSZENNO,1990,8,33.1,8.1,25.7,12.7,19.0,56.3
2682,PSZENNO,1990,9,26.8,6.3,15.8,9.2,12.1,57.5
2683,PSZENNO,1990,10,25.1,-3.8,16.2,6.1,10.7,21.1
2684,PSZENNO,1990,11,13.1,-2.1,7.6,2.9,5.3,37.4
2685,PSZENNO,1990,12,10.1,-6.7,2.5,-1.2,0.7,31.9
2780,SŁOSZÓW,1986,1,6.0,-14.8,-0.8,-4.8,-3.1,91.1
2781,SŁOSZÓW,1986,2,-0.6,-19.6,-8.3,-13.7,-11.4,16.2
2782,SŁOSZÓW,1986,3,16.8,-18.4,4.5,-0.7,1.5,43.4
2783,SŁOSZÓW,1986,4,24.0,-7.5,11.7,3.7,7.7,32.3
2784,SŁOSZÓW,1986,5,24.0,2.0,18.1,8.6,14.0,75.9
2785,SŁOSZÓW,1986,6,26.8,3.0,18.2,8.6,13.7,121.0
2786,SŁOSZÓW,1986,7,27.8,2.8,20.0,9.8,14.9,108.5
2787,SŁOSZÓW,1986,8,27.0,2.6,18.8,10.5,14.4,145.8
2788,SŁOSZÓW,1986,9,20.8,-2.1,12.9,4.9,8.4,49.1
2789,SŁOSZÓW,1986,10,18.1,-2.8,11.0,2.2,6.3,67.0
2790,SŁOSZÓW,1986,11,11.8,-6.0,6.1,0.3,3.1,29.0
2791,SŁOSZÓW,1986,12,8.0,-15.0,-0.3,-4.3,-2.2,113.3
2792,SŁOSZÓW,1987,1,2.1,-28.2,-8.7,-15.2,-11.7,45.9
2793,SŁOSZÓW,1987,2,6.4,-20.0,-1.5,-7.7,-4.5,33.2
2794,SŁOSZÓW,1987,3,7.2,-19.8,-4.0,-10.0,-7.0,53.2
2795,SŁOSZÓW,1987,4,16.8,-7.5,7.1,-1.8,2.6,46.5
2796,SŁOSZÓW,1987,5,18.1,-5.9,11.9,2.5,7.5,84.8
2797,SŁOSZÓW,1987,6,26.0,2.6,17.3,8.8,13.2,162.7
2798,SŁOSZÓW,1987,7,28.8,3.8,19.9,10.2,15.2,91.9
2799,SŁOSZÓW,1987,8,24.0,2.0,17.3,9.1,12.9,99.1
2800,SŁOSZÓW,1987,9,24.0,2.0,16.9,8.4,12.1,62.1
2801,SŁOSZÓW,1987,10,17.4,-6.1,10.7,4.1,7.0,29.2
2802,SŁOSZÓW,1987,11,12.0,-4.1,5.2,1.0,3.0,84.7
2803,SŁOSZÓW,1987,12,10.0,-14.8,1.9,-3.0,-0.6,57.7
2804,SŁOSZÓW,1988,1,10.4,-10.1,3.1,-1.9,0.6,44.4
2805,SŁOSZÓW,1988,2,10.0,-14.0,1.5,-2.5,-0.5,65.5
2806,SŁOSZÓW,1988,3,9.0,-7.9,1.7,-2.9,-0.6,122.8
2807,SŁOSZÓW,1988,4,19.1,-9.0,11.1,-0.4,5.0,16.4
2808,SŁOSZÓW,1988,5,22.0,-1.9,17.4,6.2,12.1,18.6
2809,SŁOSZÓW,1988,6,26.0,3.0,17.8,9.5,13.7,64.9
2810,SŁOSZÓW,1988,7,31.0,7.1,21.4,11.3,16.2,112.1
2811,SŁOSZÓW,1988,8,26.4,4.4,20.2,9.7,14.9,90.7
2812,SŁOSZÓW,1988,9,22.2,4.8,14.9,8.8,11.8,70.6
2813,SŁOSZÓW,1988,10,19.7,-8.1,11.6,4.7,7.7,19.4
2814,SŁOSZÓW,1988,11,6.0,-14.2,1.9,-3.5,-0.7,47.8
2815,SŁOSZÓW,1988,12,5.0,-13.2,1.0,-2.2,-0.4,87.7
2816,SŁOSZÓW,1989,1,7.0,-8.1,1.2,-2.5,-0.9,14.8
2817,SŁOSZÓW,1989,2,10.0,-7.1,3.6,-1.0,1.3,34.0
2818,SŁOSZÓW,1989,3,15.9,-5.1,8.2,0.0,3.6,53.1
2819,SŁOSZÓW,1989,4,19.3,-4.3,10.9,2.4,6.4,89.7
2820,SŁOSZÓW,1989,5,21.1,1.2,15.9,5.3,11.3,53.5
2821,SŁOSZÓW,1989,6,24.0,2.0,17.0,8.2,12.9,96.2
2822,SŁOSZÓW,1989,7,28.0,5.0,20.1,11.0,15.5,70.2
2823,SŁOSZÓW,1989,8,29.0,5.0,19.9,10.9,15.1,47.5
2824,SŁOSZÓW,1989,9,24.2,1.6,17.2,8.7,12.3,69.4
2825,SŁOSZÓW,1989,10,20.0,0.1,12.4,5.7,8.6,43.2
2826,SŁOSZÓW,1989,11,12.0,-12.8,3.1,-2.3,0.1,23.9
2827,SŁOSZÓW,1989,12,13.8,-12.2,3.5,-2.5,0.2,52.7
2828,SŁOSZÓW,1990,1,8.8,-12.0,1.6,-2.6,-0.5,39.7
2829,SŁOSZÓW,1990,2,14.2,-5.1,6.5,0.3,3.1,64.5
2830,SŁOSZÓW,1990,3,16.0,-5.0,7.9,0.6,3.9,19.2
2831,SŁOSZÓW,1990,4,17.8,-9.1,8.0,0.2,3.7,62.6
2832,SŁOSZÓW,1990,5,23.4,-0.9,17.4,5.9,11.8,48.9
2833,SŁOSZÓW,1990,6,28.0,5.2,20.0,10.5,15.1,98.6
2834,SŁOSZÓW,1990,7,28.5,2.0,20.4,8.5,15.0,30.2
2835,SŁOSZÓW,1990,8,29.0,3.0,21.3,8.4,14.9,65.9
2836,SŁOSZÓW,1990,9,20.1,2.6,12.2,5.7,8.6,77.1
2837,SŁOSZÓW,1990,10,20.8,-8.0,13.0,3.8,7.8,38.2
2838,SŁOSZÓW,1990,11,9.0,-5.8,4.2,0.1,2.0,71.4
2839,SŁOSZÓW,1990,12,8.0,-17.4,0.0,-4.3,-2.1,45.1
2840,LĄDEK-ZDRÓJ,1986,1,7.4,-15.3,0.8,-4.6,-1.9,39.6
2841,LĄDEK-ZDRÓJ,1986,2,4.3,-20.1,-5.2,-12.8,-9.1,15.1
2842,LĄDEK-ZDRÓJ,1986,3,17.2,-16.9,5.9,-1.2,1.8,30.5
2843,LĄDEK-ZDRÓJ,1986,4,23.8,-10.0,13.6,3.3,7.7,42.5
2844,LĄDEK-ZDRÓJ,1986,5,26.0,2.1,19.6,8.0,13.5,116.6
2845,LĄDEK-ZDRÓJ,1986,6,29.5,3.7,19.6,8.7,14.0,188.2
2846,LĄDEK-ZDRÓJ,1986,7,29.5,4.6,21.5,10.1,15.4,120.4
2847,LĄDEK-ZDRÓJ,1986,8,29.0,4.1,20.8,11.2,15.5,139.9
2848,LĄDEK-ZDRÓJ,1986,9,23.6,-0.7,15.4,6.3,9.9,51.2
2849,LĄDEK-ZDRÓJ,1986,10,21.1,-0.8,13.4,4.5,8.2,35.1
2850,LĄDEK-ZDRÓJ,1986,11,14.0,-5.0,7.8,1.7,4.4,32.0
2851,LĄDEK-ZDRÓJ,1986,12,13.2,-12.8,2.2,-2.5,-0.1,73.1
2852,LĄDEK-ZDRÓJ,1987,1,5.5,-25.9,-6.1,-13.2,-9.4,61.8
2853,LĄDEK-ZDRÓJ,1987,2,8.3,-18.1,2.0,-4.5,-1.5,29.2
2854,LĄDEK-ZDRÓJ,1987,3,12.1,-15.9,0.8,-5.8,-2.9,26.8
2855,LĄDEK-ZDRÓJ,1987,4,21.1,-2.6,11.8,2.5,6.7,43.4
2856,LĄDEK-ZDRÓJ,1987,5,22.7,0.0,15.1,5.6,10.0,106.8
2857,LĄDEK-ZDRÓJ,1987,6,28.5,3.2,19.4,9.6,14.2,110.5
2858,LĄDEK-ZDRÓJ,1987,7,29.5,6.8,22.0,11.3,16.5,94.0
2859,LĄDEK-ZDRÓJ,1987,8,26.5,3.5,19.4,10.1,14.1,84.6
2860,LĄDEK-ZDRÓJ,1987,9,25.1,2.1,19.0,9.8,13.7,115.6
2861,LĄDEK-ZDRÓJ,1987,10,17.8,-5.4,12.6,5.6,8.5,29.7
2862,LĄDEK-ZDRÓJ,1987,11,10.2,-3.3,6.3,2.1,4.0,68.8
2863,LĄDEK-ZDRÓJ,1987,12,11.1,-13.8,2.9,-2.6,0.0,50.0
2864,LĄDEK-ZDRÓJ,1988,1,10.5,-8.9,4.6,-0.1,2.1,39.8
2865,LĄDEK-ZDRÓJ,1988,2,12.1,-8.6,3.4,-1.1,0.8,77.5
2866,LĄDEK-ZDRÓJ,1988,3,12.2,-8.9,3.8,-1.9,0.5,60.9
2867,LĄDEK-ZDRÓJ,1988,4,21.5,-6.3,12.9,0.9,6.2,20.1
2868,LĄDEK-ZDRÓJ,1988,5,23.7,0.1,19.0,7.1,13.2,51.9
2869,LĄDEK-ZDRÓJ,1988,6,27.5,4.1,19.8,9.3,14.4,97.6
2870,LĄDEK-ZDRÓJ,1988,7,32.2,7.4,23.3,11.6,17.0,93.9
2871,LĄDEK-ZDRÓJ,1988,8,30.1,4.0,22.6,10.4,15.9,86.4
2872,LĄDEK-ZDRÓJ,1988,9,24.1,5.2,16.5,9.6,12.4,90.9
2873,LĄDEK-ZDRÓJ,1988,10,20.6,-7.2,12.3,5.2,8.4,14.1
2874,LĄDEK-ZDRÓJ,1988,11,7.6,-17.9,2.6,-4.0,-0.7,43.4
2875,LĄDEK-ZDRÓJ,1988,12,7.1,-16.9,2.2,-3.0,0.1,60.0
2876,LĄDEK-ZDRÓJ,1989,1,7.1,-8.6,2.8,-3.5,-0.3,24.2
2877,LĄDEK-ZDRÓJ,1989,2,11.5,-6.7,5.4,-1.2,2.1,14.0
2878,LĄDEK-ZDRÓJ,1989,3,20.0,-5.1,10.2,0.1,4.8,30.2
2879,LĄDEK-ZDRÓJ,1989,4,21.5,-6.9,12.8,2.8,7.4,125.2
2880,LĄDEK-ZDRÓJ,1989,5,23.4,-1.1,17.8,5.5,11.8,63.8
2881,LĄDEK-ZDRÓJ,1989,6,26.2,2.6,18.9,8.6,13.5,174.3
2882,LĄDEK-ZDRÓJ,1989,7,28.6,5.1,21.9,11.2,16.4,100.4
2883,LĄDEK-ZDRÓJ,1989,8,30.1,4.8,21.6,11.0,16.2,100.5
2884,LĄDEK-ZDRÓJ,1989,9,25.4,2.0,18.0,9.2,12.8,80.8
2885,LĄDEK-ZDRÓJ,1989,10,21.2,-0.9,14.0,5.7,9.3,25.8
2886,LĄDEK-ZDRÓJ,1989,11,12.8,-13.5,4.8,-2.8,0.7,27.3
2887,LĄDEK-ZDRÓJ,1989,12,13.5,-12.5,4.4,-2.3,1.1,15.7
2888,LĄDEK-ZDRÓJ,1990,1,10.9,-15.0,3.2,-2.4,0.5,13.5
2889,LĄDEK-ZDRÓJ,1990,2,17.2,-4.1,9.0,0.3,4.1,34.8
2890,LĄDEK-ZDRÓJ,1990,3,19.5,-4.2,10.6,1.8,5.8,22.3
2891,LĄDEK-ZDRÓJ,1990,4,20.1,-6.4,10.8,1.8,5.8,103.2
2892,LĄDEK-ZDRÓJ,1990,5,23.7,-1.0,18.7,5.9,12.3,46.0
2893,LĄDEK-ZDRÓJ,1990,6,27.1,3.7,20.5,9.8,14.9,115.2
2894,LĄDEK-ZDRÓJ,1990,7,30.1,4.6,21.7,9.5,15.8,27.1
2895,LĄDEK-ZDRÓJ,1990,8,30.6,5.9,23.6,10.6,16.6,82.8
2896,LĄDEK-ZDRÓJ,1990,9,20.6,3.0,14.1,7.2,10.1,72.4
2897,LĄDEK-ZDRÓJ,1990,10,22.2,-6.7,13.9,5.2,8.9,26.4
2898,LĄDEK-ZDRÓJ,1990,11,11.2,-4.7,6.2,1.4,3.6,48.7
2899,LĄDEK-ZDRÓJ,1990,12,10.0,-13.1,0.9,-3.3,-0.9,51.2
3445,KARPACZ,1991,1,12.7,-14.9,3.6,-2.7,0.6,34.2
3446,KARPACZ,1991,2,13.0,-20.9,-0.4,-8.3,-4.2,19.5
3447,KARPACZ,1991,3,16.5,-5.4,9.3,1.4,5.0,42.7
3448,KARPACZ,1991,4,16.0,-5.9,9.7,1.6,5.7,80.8
3449,KARPACZ,1991,5,19.5,-0.1,11.4,3.5,7.6,92.4
3450,KARPACZ,1991,6,26.0,1.4,17.4,8.6,13.1,132.6
3451,KARPACZ,1991,7,30.0,6.4,21.7,12.0,17.3,146.0
3452,KARPACZ,1991,8,30.0,6.4,20.6,12.0,16.2,93.4
3453,KARPACZ,1991,9,23.5,0.5,18.4,8.9,13.4,31.5
3454,KARPACZ,1991,10,20.0,-6.3,11.5,3.4,7.2,29.7
3455,KARPACZ,1991,11,12.1,-6.4,6.4,0.0,3.2,88.7
3456,KARPACZ,1991,12,9.5,-14.9,2.0,-4.8,-1.2,92.4
3457,KARPACZ,1992,1,11.0,-14.3,3.7,-3.4,0.3,35.2
3458,KARPACZ,1992,2,12.9,-7.4,4.4,-1.9,1.1,80.9
3459,KARPACZ,1992,3,12.6,-6.9,6.3,-0.2,2.9,170.0
3460,KARPACZ,1992,4,22.2,-3.0,10.9,2.4,6.6,42.2
3461,KARPACZ,1992,5,22.7,1.7,17.2,6.5,12.3,50.0
3462,KARPACZ,1992,6,25.5,4.3,20.5,10.7,16.3,78.9
3463,KARPACZ,1992,7,30.5,7.7,22.9,12.3,17.9,77.4
3464,KARPACZ,1992,8,32.0,8.2,25.5,14.0,19.8,48.3
3465,KARPACZ,1992,9,23.5,2.9,17.4,8.1,12.3,34.2
3466,KARPACZ,1992,10,18.6,-3.5,9.3,1.9,5.6,61.8
3467,KARPACZ,1992,11,15.6,-5.5,7.3,0.2,3.8,49.5
3468,KARPACZ,1992,12,10.6,-9.5,2.9,-3.1,-0.1,37.2
3469,KARPACZ,1993,1,16.6,-16.9,5.3,-3.0,1.5,85.4
3470,KARPACZ,1993,2,11.1,-14.0,2.6,-4.9,-1.6,65.1
3471,KARPACZ,1993,3,16.1,-14.0,4.6,-2.4,0.9,69.8
3472,KARPACZ,1993,4,22.8,-5.8,12.9,3.9,8.6,36.3
3473,KARPACZ,1993,5,25.2,3.4,19.3,9.0,14.5,95.2
3474,KARPACZ,1993,6,25.2,5.3,18.6,9.6,14.2,72.5
3475,KARPACZ,1993,7,26.2,6.3,19.7,9.8,15.1,182.0
3476,KARPACZ,1993,8,28.2,5.8,20.0,10.4,15.2,67.1
3477,KARPACZ,1993,9,24.0,-1.0,15.7,7.2,11.2,70.7
3478,KARPACZ,1993,10,22.2,-3.5,11.0,3.8,7.3,87.7
3479,KARPACZ,1993,11,11.1,-12.5,2.8,-4.3,-1.0,59.0
3480,KARPACZ,1993,12,13.1,-9.0,4.6,-0.9,2.1,166.3
3481,KARPACZ,1994,1,12.1,-12.0,5.2,-1.1,2.2,75.9
3482,KARPACZ,1994,2,14.6,-18.9,1.5,-5.8,-2.1,27.4
3483,KARPACZ,1994,3,18.6,-4.5,8.2,1.1,4.5,123.5
3484,KARPACZ,1994,4,21.7,-2.0,10.7,2.6,6.8,106.6
3485,KARPACZ,1994,5,23.7,2.4,15.9,6.6,11.5,83.7
3486,KARPACZ,1994,6,31.7,3.4,20.1,9.2,14.9,52.0
3487,KARPACZ,1994,7,32.2,8.7,24.6,13.8,19.7,97.4
3488,KARPACZ,1994,8,32.2,6.4,21.7,12.0,16.7,130.2
3489,KARPACZ,1994,9,22.7,3.9,16.8,8.5,12.6,165.9
3490,KARPACZ,1994,10,17.1,-4.5,10.4,2.8,6.3,29.6
3491,KARPACZ,1994,11,15.3,-7.0,8.4,1.7,5.1,37.2
3492,KARPACZ,1994,12,12.6,-10.0,5.2,-1.0,2.4,69.3
3493,KARPACZ,1995,1,10.1,-13.5,1.6,-4.3,-1.2,128.7
3494,KARPACZ,1995,2,12.1,-9.0,6.4,-0.1,3.3,50.1
3495,KARPACZ,1995,3,14.1,-8.5,5.1,-1.4,1.6,70.8
3496,KARPACZ,1995,4,23.0,-2.8,10.7,3.3,6.7,70.6
3497,KARPACZ,1995,5,25.5,-0.8,15.6,6.3,11.2,132.0
3498,KARPACZ,1995,6,25.0,4.7,17.6,9.2,13.3,206.3
3499,KARPACZ,1995,7,31.0,7.7,23.9,13.1,18.9,146.9
3500,KARPACZ,1995,8,27.0,5.7,21.0,11.9,16.3,145.6
3501,KARPACZ,1995,9,22.5,-0.8,15.2,8.1,11.3,125.6
3502,KARPACZ,1995,10,24.5,-0.8,15.4,6.6,10.6,9.1
3503,KARPACZ,1995,11,8.6,-8.4,3.5,-2.8,0.3,83.9
3504,KARPACZ,1995,12,8.6,-14.3,-0.7,-6.4,-3.6,99.1
3565,PSZENNO,1991,1,14.6,-15.4,4.5,-1.1,1.6,6.8
3566,PSZENNO,1991,2,13.7,-17.0,0.4,-6.8,-3.4,14.3
3567,PSZENNO,1991,3,17.1,-3.5,10.4,2.7,6.1,36.3
3568,PSZENNO,1991,4,18.3,-1.2,12.4,3.5,7.6,36.9
3569,PSZENNO,1991,5,21.6,1.7,14.2,5.5,9.6,72.9
3570,PSZENNO,1991,6,29.5,1.7,20.4,10.1,15.1,82.4
3571,PSZENNO,1991,7,33.6,7.1,24.8,13.4,19.2,90.1
3572,PSZENNO,1991,8,32.7,6.9,23.7,13.5,18.2,41.4
3573,PSZENNO,1991,9,26.9,3.5,21.6,10.1,15.3,22.4
3574,PSZENNO,1991,10,24.1,-5.2,13.3,4.5,8.3,11.4
3575,PSZENNO,1991,11,12.1,-6.4,6.7,0.8,3.6,57.5
3576,PSZENNO,1991,12,9.7,-16.7,2.6,-2.8,-0.2,29.3
3577,PSZENNO,1992,1,10.1,-10.2,3.4,-1.6,0.7,33.5
3578,PSZENNO,1992,2,14.7,-3.9,6.0,0.4,2.9,44.2
3579,PSZENNO,1992,3,15.3,-2.3,8.9,1.2,4.5,71.9
3580,PSZENNO,1992,4,25.1,-1.2,13.6,4.2,8.6,20.7
3581,PSZENNO,1992,5,25.6,3.1,19.9,7.5,13.9,23.5
3582,PSZENNO,1992,6,29.4,6.6,24.1,11.6,17.9,45.5
3583,PSZENNO,1992,7,32.0,10.1,26.1,14.2,20.1,99.5
3584,PSZENNO,1992,8,36.6,10.9,29.2,15.8,22.1,46.3
3585,PSZENNO,1992,9,26.1,3.2,20.2,9.6,14.4,25.5
3586,PSZENNO,1992,10,22.0,-3.4,11.6,3.9,7.2,34.3
3587,PSZENNO,1992,11,14.0,-4.5,8.3,2.2,5.0,14.1
3588,PSZENNO,1992,12,13.6,-14.0,2.9,-2.6,-0.1,23.8
3589,PSZENNO,1993,1,15.9,-17.9,5.7,-1.8,1.6,16.4
3590,PSZENNO,1993,2,10.4,-12.6,3.3,-4.0,-0.8,35.3
3591,PSZENNO,1993,3,18.3,-11.6,6.3,-0.9,2.4,34.1
3592,PSZENNO,1993,4,24.8,-3.0,15.1,3.8,9.5,16.8
3593,PSZENNO,1993,5,27.8,4.4,22.0,9.1,15.4,65.3
3594,PSZENNO,1993,6,28.6,8.5,21.1,11.3,16.0,69.7
3595,PSZENNO,1993,7,29.0,7.7,22.5,12.0,16.9,103.7
3596,PSZENNO,1993,8,32.3,5.0,23.3,12.1,17.3,30.1
3597,PSZENNO,1993,9,27.3,-0.5,18.3,9.2,13.2,64.4
3598,PSZENNO,1993,10,22.0,-2.6,12.8,5.2,8.7,60.5
3599,PSZENNO,1993,11,12.1,-13.0,3.0,-3.4,-0.4,37.8
3600,PSZENNO,1993,12,11.9,-9.2,6.1,0.6,3.3,27.6
3601,PSZENNO,1994,1,12.5,-10.6,6.2,0.9,3.2,22.4
3602,PSZENNO,1994,2,15.5,-14.1,2.6,-4.2,-1.2,8.7
3603,PSZENNO,1994,3,22.4,-1.5,11.0,2.7,5.9,55.8
3604,PSZENNO,1994,4,29.0,-1.5,13.9,3.6,8.6,57.0
3605,PSZENNO,1994,5,24.7,0.2,18.5,7.5,12.8,53.4
3606,PSZENNO,1994,6,33.7,4.6,23.0,10.4,16.7,33.1
3607,PSZENNO,1994,7,36.5,8.4,28.7,13.2,21.5,27.4
3608,PSZENNO,1994,8,36.6,7.5,24.9,13.7,18.9,55.3
3609,PSZENNO,1994,9,25.1,2.5,19.4,10.3,14.8,45.5
3610,PSZENNO,1994,10,19.6,-5.0,12.6,3.7,7.6,38.1
3611,PSZENNO,1994,11,16.0,-5.5,9.4,3.1,6.0,14.0
3612,PSZENNO,1994,12,14.0,-7.4,5.7,0.2,3.1,22.0
3613,PSZENNO,1995,1,0.0,0.0,0.0,0.0,0.0,16.1
3614,PSZENNO,1995,2,14.9,-4.5,8.0,1.4,4.8,19.2
3615,PSZENNO,1995,3,16.5,-6.9,7.9,-0.2,3.5,29.4
3616,PSZENNO,1995,4,25.6,-0.6,13.1,4.2,8.5,46.8
3617,PSZENNO,1995,5,27.9,-0.8,17.7,6.9,12.5,65.5
3618,PSZENNO,1995,6,26.3,6.4,19.8,10.8,15.8,154.1
3619,PSZENNO,1995,7,32.3,8.6,26.3,13.3,20.7,125.8
3620,PSZENNO,1995,8,32.9,7.9,24.0,12.4,18.6,100.5
3621,PSZENNO,1995,9,24.5,2.5,17.5,9.7,13.4,85.7
3622,PSZENNO,1995,10,26.4,-0.6,17.2,8.2,12.2,4.9
3623,PSZENNO,1995,11,11.4,-9.0,4.8,-0.9,2.0,37.2
3624,PSZENNO,1995,12,9.6,-15.9,-0.3,-5.2,-2.8,29.6
3745,SŁOSZÓW,1991,1,13.8,-20.0,2.3,-3.7,-1.0,29.3
3746,SŁOSZÓW,1991,2,9.4,-25.0,-2.8,-10.6,-6.7,22.7
3747,SŁOSZÓW,1991,3,14.0,-10.1,7.8,0.5,3.8,44.2
3748,SŁOSZÓW,1991,4,15.6,-5.7,9.6,0.3,4.8,38.9
3749,SŁOSZÓW,1991,5,20.0,-2.9,11.4,2.5,7.0,62.9
3750,SŁOSZÓW,1991,6,27.0,-1.7,18.1,7.9,13.3,76.9
3751,SŁOSZÓW,1991,7,33.0,3.0,23.7,11.4,17.8,99.2
3752,SŁOSZÓW,1991,8,29.8,1.6,20.1,9.6,14.8,66.2
3753,SŁOSZÓW,1991,9,24.6,-5.1,18.0,6.2,11.8,37.7
3754,SŁOSZÓW,1991,10,21.1,-9.1,10.2,1.2,4.9,29.6
3755,SŁOSZÓW,1991,11,11.8,-9.5,4.0,-1.5,1.2,85.3
3756,SŁOSZÓW,1991,12,7.0,-24.0,-0.7,-6.7,-3.4,49.3
3757,SŁOSZÓW,1992,1,7.0,-19.0,0.7,-4.9,-2.2,42.8
3758,SŁOSZÓW,1992,2,11.4,-9.0,2.3,-2.8,-0.6,65.0
3759,SŁOSZÓW,1992,3,12.0,-9.3,6.1,-1.4,2.0,157.8
3760,SŁOSZÓW,1992,4,24.0,-5.1,10.7,1.0,6.0,32.5
3761,SŁOSZÓW,1992,5,22.8,-2.1,17.0,3.9,11.1,23.4
3762,SŁOSZÓW,1992,6,25.8,2.0,20.4,8.6,15.4,57.0
3763,SŁOSZÓW,1992,7,29.6,2.8,22.4,9.9,16.8,75.1
3764,SŁOSZÓW,1992,8,33.6,5.9,26.2,12.7,19.4,36.6
3765,SŁOSZÓW,1992,9,22.1,-2.5,16.1,4.7,9.6,64.9
3766,SŁOSZÓW,1992,10,21.1,-7.5,8.4,0.9,4.5,110.1
3767,SŁOSZÓW,1992,11,11.8,-7.8,4.7,-0.3,2.3,40.6
3768,SŁOSZÓW,1992,12,8.8,-15.2,-1.0,-5.7,-3.1,58.3
3769,SŁOSZÓW,1993,1,13.8,-24.0,2.7,-3.8,-0.5,47.4
3770,SŁOSZÓW,1993,2,7.8,-15.2,0.2,-6.8,-3.5,27.1
3771,SŁOSZÓW,1993,3,14.0,-15.8,2.6,-3.8,-0.7,44.3
3772,SŁOSZÓW,1993,4,23.0,-8.9,12.7,0.4,6.7,19.3
3773,SŁOSZÓW,1993,5,26.0,-1.1,18.3,5.0,11.9,47.2
3774,SŁOSZÓW,1993,6,25.8,3.0,18.1,7.8,13.3,86.6
3775,SŁOSZÓW,1993,7,26.8,2.0,19.3,8.8,14.2,128.5
3776,SŁOSZÓW,1993,8,30.3,2.0,20.7,8.9,15.0,53.6
3777,SŁOSZÓW,1993,9,24.2,-3.4,15.1,5.1,10.0,82.0
3778,SŁOSZÓW,1993,10,18.9,-6.0,9.7,3.1,6.4,79.5
3779,SŁOSZÓW,1993,11,7.0,-12.1,0.7,-3.5,-1.3,42.1
3780,SŁOSZÓW,1993,12,9.0,-8.0,1.7,-1.6,0.4,135.3
3781,SŁOSZÓW,1994,1,8.0,-9.2,3.3,-0.8,1.2,83.0
3782,SŁOSZÓW,1994,2,13.6,-18.0,-0.4,-7.2,-4.0,23.7
3783,SŁOSZÓW,1994,3,21.8,-7.0,8.0,0.5,3.8,128.5
3784,SŁOSZÓW,1994,4,24.2,-3.8,12.6,1.9,7.2,72.6
3785,SŁOSZÓW,1994,5,28.0,-1.0,19.9,7.4,13.6,58.4
3786,SŁOSZÓW,1994,6,31.0,-1.0,21.4,7.7,14.8,30.2
3787,SŁOSZÓW,1994,7,32.3,2.8,25.5,9.8,17.9,66.8
3788,SŁOSZÓW,1994,8,32.8,4.0,21.5,10.0,15.9,138.1
3789,SŁOSZÓW,1994,9,20.8,1.0,16.4,7.9,12.0,129.4
